zip,sumtotal
70123,795
35212,792.5
12590,790
30066,790
58103,790
79407,790
85750,790
92101,790
92627,790
20905,785
34683,785
75503,785
77082,785
85282,785
92706,785
97015,782
32606,780.97
06355,780
17050,780
34471,780
44883,780
55342,780
67525,780
77584,780
91901,780
73123,777
06611,775
15017,775
19446,775
32809,775
38125,775
39571,775
44123,775
46304,775
49014,775
61761,775
73951,775
84092,775
88061,775
94920,775
96701,775
97526,775
02769,770
24503,770
32960,770
36608,770
56001,770
58504,770
64093,770
64601,770
77627,770
91306,770
94501,770
66206,768
19966,765
24551,765
42701,765
54494,765
78757,765
89521,765
94803,765
95127,765
95949,765
98292,765
03854,760
27215,760
29501,760
33065,760
34288,760
37067,760
45324,760
46703,760
48116,760
55122,760
60435,760
76401,760
78003,760
78216,760
78412,760
79416,760
85142,760
92694,760
91773,758.05
77477,758
11201,755
17019,755
22313,755
22940,755
23452,755
29732,755
37830,755
45320,755
71303,755
77833,755
78504,755
80235,755
80304,755
80921,755
84081,755
95821,755
98042,755
98040,753
95451,751
01473,750
02891,750
03842,750
04901,750
05059,750
06040,750
06896,750
07039,750
07071,750
07631,750
07730,750
08701,750
11379,750
11780,750
11793,750
13491,750
14092,750
16870,750
18823,750
19801,750
20190,750
21032,750
21622,750
23968,750
24340,750
24541,750
27018,750
27030,750
27107,750
27295,750
27519,750
27609,750
28557,750
28717,750
29715,750
30324,750
30542,750
30750,750
32514,750
33084,750
33486,750
33578,750
37138,750
37360,750
37659,750
38261,750
39170,750
39531,750
40241,750
41091,750
41102,750
43302,750
44601,750
45208,750
46106,750
48173,750
48192,750
50210,750
50312,750
52333,750
52411,750
53403,750
54913,750
55044,750
55920,750
56293,750
59872,750
60061,750
60178,750
60430,750
60441,750
60462,750
61015,750
61032,750
61530,750
64430,750
65737,750
66801,750
67601,750
70403,750
71001,750
71019,750
71457,750
71463,750
73020,750
74132,750
75090,750
75098,750
75208,750
75367,750
75661,750
75855,750
77375,750
77493,750
77651,750
77830,750
78002,750
78010,750
78154,750
78228,750
78279,750
79424,750
79938,750
80831,750
83647,750
84105,750
85382,750
86351,750
88012,750
88312,750
89123,750
90043,750
91024,750
91320,750
91423,750
91724,750
91741,750
91752,750
91784,750
92127,750
92503,750
92662,750
93230,750
93443,750
94065,750
94583,750
94596,750
94705,750
95307,750
95423,750
95540,750
95695,750
95776,750
97070,750
97471,750
97702,750
98365,750
99027,750
99163,750
99901,750
11755,745
19111,745
21030,745
32217,745
32547,745
50588,745
60175,745
75701,745
77339,745
78233,745
80401,745
89108,745
93619,745
94941,745
97211,745
28540,742.28
11223,740
20176,740
47374,740
51201,740
60026,740
74820,740
91362,740
17603,736
11005,735
31520,735
48180,735
73142,735
78253,735
80513,735
92107,735
92656,735
88062,734.1
07931,733.65
10704,730
21813,730
31059,730
32503,730
42754,730
53189,730
55024,730
55448,730
74467,730
85635,730
93560,730
28104,725
29505,725
49076,725
60124,725
77523,725
91605,725
91722,725
32258,720.2
90703,720.2
03049,720
06824,720
11050,720
11769,720
14226,720
17011,720
17404,720
18612,720
19808,720
21204,720
22182,720
22304,720
29492,720
29710,720
30453,720
32780,720
32955,720
33029,720
34275,720
38024,720
43537,720
45885,720
46237,720
49417,720
53012,720
67152,720
73036,720
73116,720
75023,720
75056,720
75160,720
76801,720
77551,720
77964,720
78266,720
82717,720
85086,720
92122,720
94401,720
94903,720
97068,720
98516,720
98660,720
42301,717.7
02129,715
11795,715
33312,715
33331,715
45202,715
50320,715
55124,715
72715,715
74070,715
94030,715
46545,713
13104,710
13503,710
18951,710
23061,710
29651,710
32804,710
34446,710
44839,710
46143,710
47710,710
48312,710
73026,710
76134,710
77008,710
83341,710
85283,710
95835,710
97201,710
99403,710
92311,705.4
21787,705
37862,705
39157,705
40223,705
61540,705
77380,705
80305,705
84098,705
91786,705
93312,705
94598,705
98448,705
97202,703
77340,702
52748,701
06092,700
07009,700
07079,700
07650,700
08071,700
11797,700
26241,700
26763,700
30263,700
32435,700
34714,700
44012,700
45334,700
45684,700
49047,700
49341,700
56701,700
78411,700
78535,700
80924,700
89018,700
94019,700
02493,698.65
77074,697.47
02535,695
33445,695
62234,695
77346,695
80919,695
92129,695
96797,695
34203,690
39465,690
46936,690
55404,690
75025,690
78657,690
81507,690
95825,690
71291,685
85704,685
02790,680
10522,680
29693,680
33021,680
35957,680
45069,680
62535,680
62712,677
11747,675
85203,675
93003,675
93455,675
37312,670.2
01581,670
14880,670
29072,670
29482,670
30276,670
32134,670
33169,670
42302,670
48195,670
55115,670
90815,670
18902,665
44646,665
46970,665
54911,665
94801,665
41502,660
45845,660
77023,660
30093,659
55901,656
11501,655
24374,655
54660,655
63301,655
11219,654
08721,650
08755,650
16258,650
19477,650
20723,650
23236,650
28210,650
28574,650
30043,650
31211,650
32533,650
33498,650
33701,650
37742,650
41011,650
44202,650
44889,650
45103,650
46234,650
54540,650
60525,650
61820,650
71033,650
75454,650
77083,650
85042,650
85249,650
89144,650
92117,650
93021,650
98584,650
38134,646
11010,645
20186,645
24910,645
91307,645
92869,645
98407,645
64635,642
55438,641
03109,640
03301,640
11720,640
24091,640
30673,640
46614,640
60641,640
89118,640
97128,640
11735,638
11934,635
17964,635
28277,635
43528,635
65065,635
72903,635
76708,635
96744,635
22801,630
30606,630
34748,630
90242,630
92308,630
42327,625
78654,625
85260,625
97045,621
02703,620
21740,620
22603,620
24401,620
75963,620
81401,620
88210,620
89448,620
92126,620
94901,620
96818,620
66049,615
75154,615
77433,615
92078,615
79423,610.3
02360,610
04963,610
11374,610
15227,610
18706,610
22312,610
36207,610
45215,610
68124,610
71913,610
89148,610
89510,610
21205,605
32726,605
36111,605
42025,605
61455,605
78374,605
94585,605
98034,605
98107,605
98270,605
01867,600
06801,600
12065,600
17562,600
19086,600
22963,600
24060,600
25401,600
28209,600
30518,600
30528,600
32776,600
37042,600
39426,600
44122,600
45692,600
48036,600
51445,600
62221,600
70003,600
70546,600
71301,600
75650,600
76013,600
77304,600
77478,600
78230,600
85013,600
87508,600
90813,600
91506,600
92593,600
93720,600
94517,600
94947,600
94949,600
95043,600
95379,600
95691,600
98056,600
16066,595
29407,595
30909,595
32216,595
39759,595
47993,595
75702,595
77995,595
79022,595
95383,595
95602,595
38834,591
18328,590
35022,590
43026,590
52402,590
67502,590
19008,587.5
06360,585
08836,585
17701,585
22303,585
58835,585
61364,585
61548,585
73507,585
80222,585
96712,585
98383,585
92703,581
92121,580.46
04090,580
07670,580
11354,580
15367,580
16601,580
21043,580
22554,580
39211,580
45013,580
49686,580
59840,580
67133,580
70505,580
72704,580
73034,580
80016,580
85284,580
19403,575
32246,575
33173,575
37660,575
77043,575
78501,575
78942,575
83815,575
92029,575
93449,575
98075,575
11378,570
28803,570
30067,570
32506,570
33773,570
34429,570
38824,570
48642,570
49801,570
55033,570
57108,570
85022,570
89121,570
92596,570
99507,570
45429,565
46373,565
67235,565
72653,565
79926,565
93610,565
87020,560.89
02184,560
19428,560
29307,560
32245,560
48867,560
53143,560
60514,560
84025,560
90245,560
92223,560
95212,555.2
17602,555
28722,555
44077,555
71137,555
72764,555
78258,555
83706,555
94306,555
01028,550
01950,550
02474,550
02903,550
05701,550
08757,550
13438,550
15146,550
15904,550
16648,550
17202,550
19034,550
19382,550
19803,550
20874,550
21090,550
22556,550
24073,550
28806,550
29648,550
30523,550
32211,550
32266,550
32953,550
33018,550
33023,550
33180,550
33475,550
33716,550
34207,550
35058,550
37013,550
37210,550
37737,550
39577,550
40356,550
41017,550
43123,550
45255,550
47119,550
48433,550
49710,550
53593,550
55372,550
55446,550
57049,550
57366,550
60464,550
61536,550
61822,550
62354,550
63025,550
63841,550
64836,550
70514,550
71655,550
72076,550
73521,550
73801,550
75765,550
77835,550
78667,550
78802,550
80001,550
80102,550
81504,550
83712,550
85340,550
85367,550
85623,550
89109,550
91304,550
92008,550
92507,550
93305,550
93727,550
94087,550
94611,550
95519,550
95991,550
96002,550
96021,550
97304,550
97325,550
06109,545
14420,545
14618,545
23238,545
34606,545
53132,545
54868,545
78201,545
79159,545
93436,545
97229,545
07746,540
14450,540
24739,540
32571,540
39194,540
50014,540
59716,540
77630,540
78256,540
90063,540
93706,540
97524,540
98104,540
98606,540
13212,535
32068,535
33764,535
37324,535
37804,535
38917,535
60002,535
65355,535
71901,535
83814,535
87015,535
91342,535
98841,535
82009,531
10304,530
15217,530
16901,530
18034,530
22180,530
30215,530
31906,530
33069,530
33155,530
36695,530
37040,530
43143,530
53711,530
71909,530
77581,530
93704,530
95135,530
35071,528
73533,527
01701,525
07512,525
08005,525
08535,525
08736,525
19518,525
20169,525
22508,525
23322,525
28739,525
30251,525
30534,525
45238,525
48328,525
57501,525
59105,525
60543,525
73078,525
75036,525
79604,525
80005,525
93013,525
95236,525
98001,525
98199,525
74148,524
02052,520
04785,520
10956,520
25801,520
28311,520
29206,520
29687,520
30557,520
31036,520
33014,520
44280,520
46055,520
48127,520
55068,520
70458,520
70715,520
72758,520
73150,520
75082,520
77474,520
84721,520
90211,520
91910,520
93066,520
96007,520
99336,520
29835,515
31008,515
34142,515
34677,515
39059,515
59047,515
61550,515
70817,515
73139,515
78361,515
81004,515
91745,515
92804,515
94513,515
28306,512.5
01702,510
04032,510
11356,510
27817,510
28428,510
32302,510
32822,510
42003,510
44201,510
58201,510
77536,510
77993,510
78541,510
91765,510
98286,510
98513,510
95946,505.2
08753,505
15215,505
17740,505
23221,505
26184,505
27049,505
29202,505
29506,505
32526,505
33016,505
45040,505
55110,505
56601,505
60961,505
61705,505
77080,505
77099,505
77469,505
90292,505
90295,505
92243,505
93422,505
98635,505
98942,505
12401,504
23235,502
01089,500
01463,500
01915,500
01945,500
02110,500
02138,500
02347,500
02648,500
03031,500
03833,500
04736,500
05677,500
06042,500
06067,500
06068,500
06787,500
06804,500
06810,500
07002,500
07020,500
07030,500
07405,500
07424,500
07624,500
07663,500
07702,500
07712,500
07751,500
07945,500
08106,500
08260,500
08562,500
08648,500
08731,500
10003,500
10516,500
10576,500
10708,500
10805,500
10992,500
11004,500
11215,500
11225,500
11363,500
11423,500
11704,500
11717,500
11764,500
11777,500
11791,500
11941,500
11967,500
12582,500
13027,500
13416,500
13667,500
14225,500
14428,500
14502,500
14550,500
14905,500
15019,500
15131,500
15301,500
16056,500
16057,500
17314,500
17406,500
18042,500
18062,500
18334,500
18431,500
18508,500
18603,500
18702,500
19605,500
19806,500
19934,500
20132,500
20158,500
20637,500
21013,500
21085,500
21120,500
21152,500
21222,500
21502,500
21620,500
21678,500
21703,500
21737,500
22039,500
22043,500
22046,500
22191,500
22206,500
22301,500
22310,500
22539,500
22821,500
22827,500
23072,500
23112,500
23139,500
23146,500
23230,500
23413,500
23435,500
23436,500
24053,500
24141,500
24578,500
24605,500
25701,500
26261,500
27106,500
27216,500
27310,500
27516,500
27587,500
27606,500
27910,500
27936,500
27948,500
28070,500
28166,500
28388,500
28394,500
28465,500
28752,500
29212,500
29301,500
29323,500
29642,500
29646,500
30060,500
30084,500
30135,500
30180,500
30213,500
30214,500
30519,500
30629,500
31016,500
31047,500
31324,500
31331,500
31533,500
31602,500
31721,500
31750,500
32189,500
32345,500
32402,500
32404,500
32504,500
32563,500
32703,500
32730,500
32835,500
32903,500
33185,500
33189,500
33317,500
33334,500
33441,500
33626,500
33774,500
33785,500
33920,500
33931,500
34237,500
34265,500
34461,500
34491,500
34949,500
35611,500
35630,500
35802,500
36373,500
36572,500
36877,500
37016,500
37075,500
37146,500
37148,500
37172,500
37219,500
37221,500
37763,500
37764,500
37865,500
38002,500
38138,500
38358,500
38614,500
38902,500
39192,500
39302,500
39403,500
39574,500
40004,500
40205,500
40484,500
40514,500
40515,500
41043,500
43023,500
43050,500
43734,500
44011,500
44089,500
44223,500
44255,500
44413,500
44420,500
44857,500
45034,500
45227,500
45311,500
46077,500
46122,500
46256,500
46322,500
46342,500
46538,500
46747,500
47250,500
47404,500
47591,500
47712,500
47902,500
47978,500
48034,500
48094,500
48316,500
48455,500
48509,500
49010,500
49068,500
49071,500
49117,500
49129,500
49233,500
49727,500
50211,500
50219,500
50325,500
51331,500
51525,500
52310,500
52627,500
53080,500
53114,500
53226,500
53590,500
53713,500
55038,500
55125,500
55303,500
55310,500
55419,500
55904,500
56003,500
56537,500
56560,500
57032,500
57078,500
57105,500
57301,500
57382,500
58017,500
58318,500
58474,500
58626,500
58701,500
59801,500
59859,500
60043,500
60076,500
60145,500
60156,500
60417,500
60450,500
60463,500
60513,500
60560,500
60707,500
61282,500
61301,500
61732,500
62016,500
62339,500
62702,500
62906,500
63050,500
63117,500
63121,500
63545,500
63555,500
63877,500
64058,500
64068,500
64120,500
64490,500
64660,500
65205,500
66202,500
66215,500
66224,500
67205,500
67432,500
67853,500
68048,500
68402,500
68521,500
68756,500
69101,500
69154,500
70058,500
70342,500
70374,500
70448,500
70647,500
71133,500
71166,500
71201,500
71220,500
71292,500
71360,500
72019,500
72143,500
72150,500
72205,500
72360,500
72529,500
72802,500
72956,500
73003,500
73146,500
73501,500
74019,500
75001,500
75034,500
75110,500
75238,500
75254,500
75451,500
75461,500
75752,500
75783,500
76002,500
76040,500
76088,500
76210,500
76241,500
76308,500
76543,500
76703,500
77088,500
77096,500
77302,500
77351,500
77396,500
77434,500
77445,500
77531,500
77954,500
78055,500
78072,500
78114,500
78163,500
78254,500
78373,500
78382,500
78410,500
78617,500
78683,500
78705,500
78935,500
79045,500
79410,500
79718,500
79762,500
80126,500
80203,500
80435,500
80498,500
80534,500
80701,500
81403,500
81615,500
82435,500
82721,500
83014,500
83402,500
83405,500
83440,500
83501,500
83617,500
83638,500
83714,500
83854,500
83858,500
84036,500
84060,500
84630,500
84664,500
84757,500
84780,500
85002,500
85003,500
85205,500
85387,500
86024,500
86312,500
86320,500
87063,500
87401,500
88240,500
89406,500
89439,500
89801,500
90042,500
90045,500
90254,500
90277,500
90505,500
90601,500
90670,500
90701,500
90809,500
90814,500
91202,500
91325,500
91381,500
91790,500
91921,500
91935,500
91942,500
92038,500
92123,500
92210,500
92377,500
92677,500
92782,500
92833,500
93060,500
93278,500
93424,500
93618,500
94123,500
94305,500
94574,500
94704,500
95051,500
95110,500
95130,500
95148,500
95240,500
95253,500
95369,500
95376,500
95450,500
95482,500
95624,500
95642,500
96049,500
96073,500
96734,500
96741,500
96753,500
97080,500
97116,500
97121,500
97221,500
97230,500
97355,500
97370,500
97385,500
97415,500
97444,500
97496,500
97753,500
98021,500
98092,500
98116,500
98117,500
98247,500
98258,500
98273,500
98284,500
98370,500
98406,500
98802,500
98902,500
99504,500
99737,500
15235,496
07856,495
08088,495
11765,495
14624,495
17801,495
27577,495
28214,495
28906,495
30114,495
30143,495
32926,495
32968,495
33181,495
39183,495
55439,495
63129,495
85226,495
93555,495
95963,495
96160,495
97402,493
16002,490
28560,490
33576,490
35960,490
40324,490
50613,490
64014,490
96707,490
96815,490
97479,490
98198,490
08873,485
24083,485
28303,485
28697,485
29360,485
34212,485
35116,485
42437,485
46383,485
53018,485
60068,485
60102,485
63011,485
66408,485
78259,485
91789,485
93444,485
98012,485
98387,485
07735,482
01827,480
02478,480
02857,480
13492,480
14850,480
15642,480
15686,480
30286,480
48130,480
56381,480
60445,480
68701,480
70586,480
78164,480
81413,480
85032,480
90038,480
93221,480
94524,480
43081,477
11746,475
12549,475
20011,475
22122,475
29063,475
29412,475
30102,475
32966,475
33602,475
33903,475
33935,475
48066,475
48322,475
55123,475
61201,475
76020,475
76053,475
80723,475
91107,475
91913,475
95648,475
97225,475
99518,475
02537,470
06110,470
07626,470
10506,470
11581,470
11783,470
14760,470
18964,470
23140,470
28472,470
31548,470
33966,470
36526,470
37363,470
37920,470
40272,470
42001,470
43551,470
45140,470
48734,470
49315,470
55925,470
60067,470
63128,470
63901,470
75035,470
77575,470
78737,470
78749,470
80550,470
80863,470
89014,470
90034,470
91016,470
94590,470
94952,470
95380,470
95503,470
97301,470
98354,470
99840,470
07059,465
27455,465
28768,465
33066,465
53129,465
55378,465
55960,465
74014,465
78108,465
80227,465
91916,465
92880,465
99018,465
80631,464.55
01830,460
03079,460
15550,460
16354,460
18013,460
19454,460
21057,460
30268,460
30281,460
32044,460
32934,460
39402,460
43616,460
44095,460
46250,460
46580,460
48854,460
50624,460
60439,460
60565,460
62441,460
73401,460
76099,460
81635,460
83646,460
84660,460
87120,460
90638,460
93631,460
97448,460
46236,459
78702,458
05457,455
07604,455
08724,455
10701,455
13021,455
14892,455
29577,455
32708,455
33404,455
34221,455
34667,455
66220,455
77642,455
77706,455
83661,455
90723,455
91405,455
97703,455
34759,454
89027,451
11553,450
11697,450
24078,450
24649,450
26301,450
27806,450
28056,450
31763,450
32136,450
32177,450
33035,450
33810,450
35179,450
37188,450
57022,450
60099,450
60520,450
60656,450
75189,450
76522,450
77516,450
77659,450
77963,450
78332,450
80809,450
90717,450
92023,450
92342,450
98324,450
98335,450
98844,450
99037,450
08046,445
29681,445
34476,445
37336,445
46123,445
59501,445
61310,445
61484,445
92088,445
92231,445
02050,440
03911,440
07016,440
15037,440
25003,440
30643,440
37885,440
45030,440
47130,440
48025,440
54812,440
62218,440
80536,440
84062,440
93023,440
98501,440
99502,440
99611,440
07627,435
33145,435
33311,435
38256,435
39042,435
49783,435
75414,435
76059,435
95019,435
19530,430
35601,430
55792,430
76117,430
76234,430
30501,427
02893,425
03442,425
05156,425
08008,425
31015,425
45459,425
48823,425
54136,425
56452,425
65560,425
78596,425
80214,425
94619,425
04005,420
04640,420
28164,420
30132,420
32455,420
33415,420
34140,420
43103,420
54157,420
60941,420
16946,417
02482,416
06901,415
35661,415
45424,415
70605,415
76011,415
96028,415
98227,415
25535,414
21550,412.5
78131,410.45
05454,410
22553,410
49464,410
71801,410
78336,410
79556,410
81501,410
88203,410
46385,408
00693,407
08835,405
12307,405
36542,405
61350,405
76864,405
98850,405
06340,402
46570,401
06331,400
06484,400
06890,400
08016,400
08558,400
08723,400
10543,400
12498,400
14589,400
17032,400
17315,400
21122,400
21557,400
22620,400
22947,400
23894,400
24486,400
24572,400
25302,400
27055,400
27513,400
27534,400
28787,400
29168,400
30417,400
30512,400
32011,400
32627,400
32694,400
33803,400
35148,400
36005,400
37618,400
38133,400
40207,400
40243,400
44141,400
45240,400
47025,400
49709,400
51652,400
52248,400
53045,400
54401,400
54452,400
55403,400
56474,400
60110,400
60403,400
60438,400
61611,400
62056,400
62573,400
64063,400
64152,400
65616,400
70030,400
70124,400
70542,400
73030,400
73159,400
78252,400
80223,400
83205,400
84097,400
84328,400
84622,400
85212,400
85346,400
87006,400
89005,400
90602,400
92084,400
92314,400
92544,400
96057,400
97386,400
97501,400
97624,400
98228,400
99301,400
40229,395.59
19711,395
30009,395
30548,395
37412,395
61443,395
78413,395
98229,395
16801,390
17552,390
33071,390
33868,390
76252,390
77486,390
85937,390
92735,390
32570,389
23320,385
42141,385
71822,385
72560,385
83660,382.5
29209,380
30736,380
32174,380
35747,380
43080,380
48006,380
63302,380
76240,380
97527,380
08096,375
22657,375
35470,375
40052,375
45305,375
46319,375
49008,375
49696,375
60053,375
64637,375
75853,375
84653,375
84726,375
86314,375
91746,375
93002,375
01821,374.06
98568,374
33897,370
61733,370
74966,370
76112,370
30345,368.69
63702,368.69
01778,365
12180,365
18976,365
27518,365
29078,365
44004,365
45601,365
60453,365
68135,365
74401,365
83669,365
94546,365
98408,365
02632,360
06498,360
11385,360
19060,360
20706,360
51004,360
70592,360
77081,360
77387,360
80011,360
84116,360
85210,360
91911,360
92661,360
08690,355
10466,355
18929,355
31833,355
33991,355
41001,355
46550,355
49078,355
67801,355
74101,355
94542,355
08840,351
03053,350
06416,350
07979,350
08752,350
08805,350
10301,350
10980,350
12916,350
13656,350
14620,350
15135,350
15656,350
17821,350
18415,350
21128,350
24472,350
25402,350
27514,350
30277,350
30458,350
32024,350
32097,350
32653,350
32952,350
33852,350
34744,350
35007,350
35405,350
40203,350
40228,350
44130,350
44139,350
44214,350
47403,350
48329,350
48879,350
49418,350
50674,350
51579,350
53579,350
55008,350
55109,350
55437,350
56401,350
56549,350
60440,350
61115,350
65236,350
65348,350
66866,350
67550,350
73432,350
73937,350
76086,350
77001,350
77384,350
80422,350
80610,350
80731,350
84737,350
85083,350
89034,350
89122,350
93110,350
94544,350
96813,350
98119,350
01740,345
17756,345
32720,345
33932,345
72937,345
96817,345
47448,343
01460,340
02655,340
04240,340
38464,340
46135,340
47946,340
50701,340
50859,340
61231,340
67640,340
71111,340
74020,340
93532,340
98058,340
08060,335
10523,335
14127,335
32949,335
35614,335
38559,335
38767,335
48423,335
55105,335
61486,335
62568,335
63052,335
70809,335
92071,335
95923,335
59261,333
07081,331
06457,330
07035,330
08003,330
12131,330
17737,330
18016,330
19152,330
20110,330
21201,330
28429,330
29070,330
32693,330
32937,330
33328,330
35173,330
36066,330
36322,330
37211,330
37642,330
37924,330
39503,330
40409,330
44224,330
45245,330
46239,330
47357,330
49230,330
54467,330
56031,330
58746,330
59711,330
60148,330
61341,330
62254,330
62812,330
67560,330
68924,330
72032,330
73122,330
74157,330
74502,330
86304,330
92301,330
92325,330
94582,330
95054,330
95060,330
97003,330
97814,330
98004,330
18337,325
19508,325
30290,325
49048,325
78066,325
78539,325
82301,325
84310,325
85277,325
91505,325
97367,325
98046,325
20910,322
02673,320
04348,320
15012,320
15106,320
18018,320
28650,320
31217,320
31326,320
35806,320
36117,320
44824,320
45414,320
81125,320
85012,320
89138,320
91436,320
94063,320
97361,320
30341,317.5
61554,316
08081,315
12514,315
15211,315
19376,315
33063,315
35403,315
48162,315
50450,315
60201,315
64759,315
70816,315
78579,315
79105,315
83333,315
83856,315
89149,315
95366,315
99520,315
19355,312.28
01970,310
11558,310
11738,310
11757,310
19010,310
25414,310
29210,310
30141,310
31648,310
31730,310
32763,310
34601,310
34653,310
36547,310
39818,310
40509,310
45371,310
55979,310
60542,310
64015,310
65265,310
70777,310
73107,310
75060,310
75169,310
75672,310
92688,310
92840,310
94086,310
94954,310
15010,305.4
03063,305
04414,305
06069,305
11753,305
27855,305
37756,305
39530,305
47633,305
48335,305
67484,305
70538,305
72863,305
82401,305
95326,305
95712,305
90403,302
03225,301
02454,300.2
01520,300
01542,300
01969,300
02532,300
02556,300
02675,300
03045,300
03884,300
04776,300
06084,300
06419,300
06437,300
06510,300
07058,300
07076,300
07442,300
07480,300
07607,300
07701,300
07826,300
08050,300
08823,300
08826,300
10453,300
10514,300
10589,300
11435,300
11768,300
11792,300
12056,300
12564,300
13323,300
13440,300
13827,300
14519,300
16127,300
16335,300
16805,300
17042,300
17048,300
17560,300
18428,300
19061,300
19901,300
19960,300
19961,300
20735,300
20776,300
21014,300
21056,300
21531,300
21801,300
23227,300
24485,300
25403,300
26149,300
26426,300
27013,300
27306,300
27713,300
27822,300
27960,300
28103,300
28376,300
28541,300
28719,300
28801,300
29605,300
29707,300
29853,300
30426,300
30666,300
31005,300
32164,300
32226,300
32643,300
32696,300
32725,300
33303,300
33351,300
33543,300
33617,300
33952,300
34209,300
34478,300
34652,300
36549,300
37620,300
37919,300
38804,300
39051,300
39111,300
39564,300
40391,300
40403,300
42276,300
43064,300
43147,300
43160,300
43324,300
44035,300
44428,300
45233,300
45822,300
46737,300
47124,300
48033,300
48092,300
48111,300
48135,300
48185,300
48239,300
48750,300
48917,300
49057,300
