zip,sumtotal
49853,300
50023,300
52726,300
53044,300
54220,300
54521,300
54729,300
55369,300
55401,300
56315,300
57047,300
58545,300
59011,300
59068,300
59702,300
60014,300
60081,300
60202,300
60516,300
61111,300
61244,300
61479,300
61535,300
61604,300
61616,300
61856,300
61933,300
62668,300
62801,300
64137,300
65110,300
65689,300
66061,300
70563,300
70611,300
71953,300
72611,300
73044,300
73093,300
74105,300
74745,300
74855,300
74868,300
75785,300
75956,300
76058,300
76104,300
76309,300
77707,300
78116,300
78222,300
78521,300
79057,300
79414,300
79936,300
80501,300
80615,300
80620,300
82716,300
83702,300
84095,300
85252,300
85358,300
85737,300
87110,300
88046,300
88345,300
89077,300
89515,300
90247,300
91201,300
91313,300
91775,300
92025,300
92172,300
92375,300
92408,300
92831,300
93033,300
93446,300
93535,300
94507,300
94551,300
94560,300
95129,300
95203,300
95682,300
95860,300
96103,300
96114,300
97002,300
97048,300
97322,300
97378,300
97405,300
97540,300
98177,300
98259,300
98293,300
98546,300
98671,300
99201,300
99515,300
99615,300
99676,300
65747,298
10520,295
11701,295
16428,295
32796,295
33027,295
44102,295
46013,295
46242,295
47715,295
48026,295
55418,295
55441,295
59270,295
60301,295
60601,295
61072,295
63379,295
76012,295
77054,295
78363,295
83605,295
89407,295
93747,295
97016,295
36301,290.4
08055,290.2
02127,290
04072,290
04541,290
19116,290
21727,290
27203,290
27591,290
29669,290
34208,290
36081,290
39038,290
39367,290
54773,290
55084,290
59050,290
60532,290
61874,290
62203,290
75951,290
83651,290
90660,290
91335,290
97756,290
45224,288
11364,285
11953,285
20619,285
29036,285
30907,285
34953,285
35603,285
46825,285
49858,285
55427,285
56738,285
60515,285
60625,285
66213,285
84029,285
87112,285
90650,285
91020,285
93406,285
95492,285
96704,285
97223,285
52314,282.28
90009,282
01757,280
05851,280
06854,280
08512,280
11762,280
20872,280
27571,280
30126,280
34604,280
39478,280
40702,280
54485,280
56007,280
56345,280
60608,280
66216,280
67877,280
70121,280
73439,280
75569,280
84511,280
85015,280
97232,280
97333,280
71046,277.5
01938,275
02145,275
06605,275
07460,275
07657,275
07733,275
08036,275
08332,275
08559,275
08822,275
10994,275
11509,275
12533,275
12983,275
13030,275
15102,275
16053,275
16441,275
17754,275
17857,275
18202,275
19145,275
20904,275
21903,275
24501,275
27205,275
28081,275
28334,275
28657,275
29356,275
29909,275
30306,275
30566,275
32063,275
32621,275
33566,275
33624,275
34201,275
34210,275
35594,275
36533,275
36606,275
37771,275
38023,275
40162,275
43611,275
44054,275
45449,275
47546,275
47918,275
48220,275
49953,275
51014,275
54495,275
54701,275
54728,275
55020,275
59873,275
59911,275
59923,275
60190,275
60451,275
61401,275
61755,275
62294,275
62321,275
62401,275
64491,275
66012,275
67669,275
68025,275
68136,275
68144,275
70507,275
72401,275
74036,275
75633,275
76036,275
76273,275
76642,275
77336,275
77550,275
78552,275
78642,275
79106,275
80204,275
80206,275
80917,275
84040,275
84334,275
85743,275
86336,275
89139,275
92220,275
92316,275
93015,275
93036,275
93109,275
93624,275
93725,275
94115,275
94591,275
95448,275
98022,275
99036,275
61853,274.27
48875,272
00927,270
07452,270
10703,270
12205,270
17408,270
18218,270
19053,270
19125,270
29572,270
29662,270
32114,270
34951,270
36866,270
37663,270
37774,270
42348,270
50010,270
60008,270
63068,270
64061,270
72719,270
76502,270
78645,270
81505,270
85606,270
92659,270
94519,270
95050,270
95126,270
95128,270
98225,270
99011,270
48641,267.5
45012,267
07724,265
07731,265
07762,265
10933,265
11518,265
14904,265
20674,265
25177,265
32117,265
32223,265
32626,265
33777,265
38629,265
43001,265
48657,265
52632,265
65453,265
66221,265
67211,265
92637,265
95386,265
98388,265
57328,263
66953,262.28
01864,260
06107,260
10567,260
10965,260
11560,260
12952,260
12962,260
14425,260
14546,260
19363,260
22727,260
23693,260
25309,260
29602,260
33030,260
35650,260
36582,260
37890,260
38501,260
44691,260
53228,260
55992,260
63104,260
72908,260
73086,260
76073,260
77656,260
80217,260
84014,260
85353,260
87113,260
90023,260
90067,260
92704,260
92806,260
94973,260
95324,260
96708,260
20855,258
28411,258
01752,255
07652,255
08520,255
11365,255
11418,255
11706,255
11976,255
20175,255
21227,255
30152,255
31061,255
31709,255
32244,255
32736,255
32810,255
33898,255
36010,255
37122,255
37217,255
37388,255
38242,255
38401,255
44822,255
45123,255
47203,255
48183,255
49738,255
51450,255
55436,255
57701,255
60511,255
64157,255
64801,255
70422,255
71762,255
74021,255
75077,255
75287,255
77004,255
77367,255
77492,255
78263,255
78636,255
81631,255
86046,255
87144,255
91007,255
92397,255
95032,255
97488,255
98208,255
12484,253
49519,252.28
46148,251
50401,251
63834,251
76123,251
94953,251
01020,250
01075,250
01201,250
01452,250
01523,250
01590,250
01748,250
01760,250
01844,250
01906,250
01908,250
01940,250
02062,250
02081,250
02151,250
02461,250
02536,250
02554,250
02874,250
02921,250
03087,250
03220,250
03244,250
03255,250
03289,250
03839,250
03840,250
03846,250
03883,250
03885,250
04103,250
04364,250
04847,250
04986,250
05487,250
05495,250
05738,250
05746,250
06052,250
06078,250
06105,250
06237,250
06238,250
06279,250
06405,250
06410,250
06417,250
06422,250
06475,250
06478,250
06492,250
06712,250
06759,250
06784,250
06853,250
07004,250
07005,250
07075,250
07087,250
07094,250
07109,250
07630,250
07641,250
07830,250
07876,250
07932,250
07940,250
08002,250
08051,250
08068,250
08080,250
08087,250
08095,250
08109,250
08215,250
08361,250
08515,250
08824,250
08833,250
08865,250
08872,250
09870,250
10009,250
10011,250
10012,250
10013,250
10524,250
10528,250
10530,250
10562,250
10590,250
10591,250
10601,250
10606,250
10801,250
10926,250
10954,250
10989,250
11003,250
11023,250
11204,250
11217,250
11360,250
11414,250
11432,250
11710,250
11751,250
11779,250
11782,250
11790,250
11937,250
11944,250
11949,250
12027,250
12144,250
12520,250
12525,250
12553,250
12572,250
12721,250
12946,250
13045,250
13053,250
13346,250
13403,250
13413,250
13605,250
13606,250
14040,250
14102,250
14131,250
14172,250
14213,250
14224,250
14228,250
14525,250
14710,250
15212,250
15234,250
15239,250
15668,250
15928,250
16249,250
16410,250
16602,250
17022,250
17265,250
17316,250
17329,250
17356,250
17538,250
17579,250
17728,250
17815,250
17837,250
17931,250
17954,250
18017,250
18032,250
18049,250
18052,250
18064,250
18066,250
18092,250
18201,250
18214,250
18336,250
18641,250
18831,250
19035,250
19317,250
19344,250
19350,250
19436,250
19460,250
19525,250
19540,250
19547,250
19939,250
20018,250
20105,250
20142,250
20181,250
20657,250
20664,250
20736,250
20763,250
20770,250
20783,250
20895,250
21001,250
21035,250
21044,250
21153,250
21202,250
21619,250
21750,250
21755,250
21771,250
22015,250
22033,250
22401,250
22406,250
22812,250
22902,250
22932,250
22939,250
23117,250
23451,250
23453,250
23692,250
23841,250
24101,250
24165,250
24422,250
24435,250
24521,250
24557,250
24614,250
24966,250
25085,250
25425,250
25550,250
25702,250
26105,250
27043,250
27292,250
27376,250
27511,250
27522,250
27565,250
27605,250
27607,250
27617,250
27874,250
27893,250
28071,250
28110,250
28112,250
28305,250
28371,250
28412,250
28439,250
28445,250
28529,250
28626,250
28677,250
28732,250
28734,250
28759,250
28802,250
28904,250
29135,250
29334,250
29456,250
29520,250
29582,250
29708,250
29805,250
29901,250
29920,250
30016,250
30025,250
30042,250
30071,250
30106,250
30116,250
30157,250
30165,250
30411,250
30546,250
30577,250
30635,250
30705,250
31024,250
31035,250
31088,250
31096,250
31145,250
31201,250
31513,250
31516,250
31558,250
31561,250
31909,250
32003,250
32095,250
32119,250
32131,250
32132,250
32205,250
32255,250
32257,250
32324,250
32333,250
32401,250
32407,250
32534,250
32807,250
32811,250
32825,250
32833,250
33043,250
33133,250
33165,250
33186,250
33401,250
33413,250
33421,250
33442,250
33534,250
33541,250
33565,250
33611,250
33703,250
33709,250
33710,250
33765,250
33770,250
33805,250
33890,250
33896,250
33901,250
33922,250
33956,250
33973,250
33974,250
33975,250
34117,250
34133,250
34233,250
34239,250
34280,250
34284,250
34736,250
34743,250
34746,250
34761,250
34981,250
35004,250
35055,250
35160,250
35406,250
35674,250
35773,250
35958,250
35980,250
35984,250
35986,250
36054,250
36271,250
36305,250
36420,250
36855,250
36874,250
37030,250
37031,250
37110,250
37203,250
37209,250
37330,250
37601,250
37604,250
37777,250
37821,250
37840,250
37841,250
37854,250
38135,250
38502,250
38666,250
38829,250
38862,250
38863,250
39088,250
39205,250
39272,250
39355,250
39482,250
39507,250
39629,250
39638,250
39823,250
40220,250
40511,250
40831,250
41075,250
41348,250
42303,250
42450,250
42633,250
43016,250
43054,250
43110,250
43230,250
43326,250
43360,250
43452,250
43506,250
43623,250
43760,250
43952,250
44023,250
44056,250
44081,250
44106,250
44230,250
44260,250
44262,250
44274,250
44313,250
44611,250
44667,250
44685,250
44820,250
45167,250
45323,250
45342,250
45368,250
45431,250
45638,250
45660,250
45714,250
46001,250
46041,250
46112,250
46113,250
46131,250
46167,250
46217,250
46350,250
46381,250
46563,250
46567,250
46574,250
46582,250
46701,250
46702,250
46765,250
46902,250
47265,250
47342,250
47386,250
47541,250
47576,250
47601,250
47725,250
47930,250
48045,250
48067,250
48069,250
48080,250
48093,250
48144,250
48145,250
48150,250
48174,250
48176,250
48182,250
48187,250
48317,250
48393,250
48473,250
48623,250
48768,250
49064,250
49093,250
49097,250
49224,250
49316,250
49333,250
49340,250
49428,250
49504,250
49506,250
49508,250
50035,250
50585,250
50864,250
51041,250
51104,250
51558,250
52214,250
52247,250
52537,250
52722,250
52803,250
53078,250
53086,250
53103,250
53115,250
53120,250
53126,250
53221,250
53223,250
53717,250
53821,250
54311,250
54411,250
54425,250
54656,250
54956,250
55012,250
55070,250
55077,250
55102,250
55127,250
55320,250
55345,250
55362,250
55376,250
55379,250
55405,250
55416,250
55444,250
55447,250
55731,250
55803,250
56011,250
56093,250
56266,250
56304,250
56442,250
56542,250
56721,250
57038,250
57039,250
57106,250
57107,250
57201,250
57276,250
58106,250
58237,250
58443,250
59052,250
59079,250
59103,250
59457,250
59701,250
59750,250
59875,250
60007,250
60029,250
60035,250
60064,250
60071,250
60083,250
60115,250
60194,250
60446,250
60490,250
60491,250
60506,250
60564,250
60901,250
61071,250
61525,250
61884,250
62035,250
62216,250
62246,250
62278,250
62451,250
62460,250
62626,250
62692,250
62694,250
62704,250
62899,250
62918,250
62935,250
63357,250
63434,250
63549,250
63552,250
63638,250
63670,250
63873,250
64080,250
64112,250
64429,250
64650,250
65279,250
65301,250
65321,250
65717,250
66013,250
66018,250
66104,250
66223,250
66227,250
66503,250
66604,250
66713,250
66746,250
66762,250
66951,250
67037,250
67052,250
67207,250
67357,250
68030,250
68114,250
68133,250
68138,250
68410,250
68456,250
68510,250
68524,250
68601,250
68602,250
68803,250
68822,250
69125,250
69363,250
70056,250
70118,250
70447,250
70454,250
70503,250
70754,250
71105,250
71115,250
71403,250
71407,250
71730,250
71854,250
72034,250
72211,250
72601,250
72654,250
72916,250
73120,250
73128,250
73131,250
73450,250
73503,250
73729,250
74011,250
74015,250
74017,250
74022,250
74066,250
74115,250
74434,250
74437,250
74604,250
75013,250
75041,250
75052,250
75069,250
75071,250
75075,250
75115,250
75125,250
75204,250
75234,250
75237,250
75356,250
75374,250
75440,250
75482,250
75603,250
75606,250
75756,250
75771,250
75801,250
75852,250
76001,250
76006,250
76048,250
76054,250
76065,250
76067,250
76078,250
76093,250
76118,250
76207,250
76549,250
76638,250
76652,250
76854,250
77006,250
77030,250
77040,250
77042,250
77065,250
77240,250
77301,250
77385,250
77389,250
77393,250
77399,250
77414,250
77437,250
77441,250
77489,250
77515,250
77518,250
77542,250
77562,250
77613,250
77705,250
78330,250
78379,250
78404,250
78427,250
78598,250
78629,250
78850,250
79072,250
79316,250
79325,250
79339,250
79383,250
79501,250
79562,250
79603,250
79769,250
79782,250
79789,250
79928,250
80021,250
80031,250
80107,250
80118,250
80125,250
80220,250
80439,250
80517,250
80524,250
80538,250
80925,250
80926,250
81130,250
81149,250
81212,250
81224,250
81321,250
81323,250
81506,250
81521,250
81612,250
81654,250
82070,250
82213,250
82523,250
82931,250
83316,250
83318,250
83346,250
83622,250
83715,250
83809,250
83810,250
83811,250
83855,250
84003,250
84017,250
84042,250
84074,250
84117,250
84119,250
84333,250
84341,250
84403,250
84783,250
85051,250
85085,250
85122,250
85140,250
85208,250
85213,250
85308,250
85326,250
85355,250
85374,250
85390,250
85710,250
85745,250
85746,250
85920,250
85933,250
85935,250
86005,250
86323,250
86324,250
86325,250
87043,250
87059,250
87106,250
87119,250
87501,250
87507,250
88242,250
88252,250
88311,250
89049,250
89120,250
89145,250
89147,250
89166,250
89429,250
89508,250
89820,250
90015,250
90745,250
90807,250
91030,250
91106,250
91208,250
91225,250
91301,250
91384,250
91403,250
91728,250
91791,250
92003,250
92013,250
92091,250
92116,250
92118,250
92124,250
92139,250
92154,250
92203,250
92240,250
92284,250
92320,250
92335,250
92336,250
92374,250
92516,250
92545,250
92587,250
92835,250
92870,250
93103,250
93215,250
93243,250
93280,250
93308,250
93389,250
93427,250
93460,250
93546,250
93551,250
93561,250
93614,250
93635,250
93666,250
94025,250
94080,250
94107,250
94127,250
94134,250
94147,250
94505,250
94533,250
94534,250
94566,250
94904,250
94960,250
95113,250
95120,250
95215,250
95258,250
95321,250
95336,250
95363,250
95370,250
95381,250
95409,250
95641,250
95661,250
95670,250
95673,250
95677,250
95684,250
95759,250
95814,250
95815,250
95816,250
95917,250
95932,250
95945,250
95957,250
96162,250
96706,250
96720,250
96789,250
97019,250
97031,250
97113,250
97132,250
97219,250
97224,250
97267,250
97268,250
97306,250
97404,250
97420,250
97449,250
97459,250
97462,250
97701,250
97707,250
97845,250
97886,250
98003,250
98007,250
98008,250
98027,250
98072,250
98101,250
98121,250
98223,250
98226,250
98232,250
98295,250
98371,250
98409,250
98422,250
98503,250
98550,250
98640,250
98643,250
98812,250
98856,250
98908,250
98922,250
98953,250
99005,250
99016,250
99205,250
99218,250
99224,250
99323,250
99353,250
99516,250
99553,250
99567,250
99708,250
46571,248
02346,245
02571,245
02771,245
04743,245
07305,245
08009,245
08020,245
08210,245
10566,245
13317,245
14423,245
15009,245
15522,245
18707,245
20852,245
22980,245
26003,245
29445,245
30906,245
32712,245
33428,245
33619,245
37743,245
37931,245
40242,245
43068,245
44708,245
45690,245
46176,245
46714,245
46947,245
48629,245
53154,245
55386,245
57536,245
58802,245
59860,245
59904,245
60118,245
61875,245
62479,245
63130,245
63461,245
68942,245
75402,245
75789,245
78022,245
78140,245
78264,245
78728,245
79360,245
79453,245
80936,245
82834,245
82923,245
84713,245
90603,245
94928,245
95118,245
98362,245
99709,245
32754,242
01370,240
01905,240
13214,240
20878,240
23434,240
24656,240
29485,240
32331,240
35023,240
35124,240
39501,240
51541,240
52003,240
55305,240
69347,240
71446,240
72227,240
76649,240
78840,240
83822,240
89169,240
92346,240
93256,240
93654,240
98632,240
01720,237.28
84501,235.2
01095,235
06442,235
06794,235
07040,235
08065,235
08098,235
08858,235
10105,235
11001,235
17110,235
19606,235
22551,235
23885,235
29306,235
30105,235
33138,235
33313,235
33579,235
35582,235
35805,235
46011,235
47172,235
47346,235
50125,235
53070,235
58521,235
70435,235
71315,235
72501,235
74133,235
75062,235
75447,235
76384,235
76705,235
77571,235
80807,235
82433,235
84742,235
85017,235
91977,235
92359,235
94044,235
96062,235
98059,235
98267,235
92398,231
95640,231
01005,230
01331,230
01907,230
02576,230
03076,230
07057,230
08203,230
11218,230
12887,230
14174,230
16151,230
16507,230
17268,230
18446,230
18931,230
19703,230
21774,230
23294,230
24502,230
26804,230
27804,230
28625,230
28673,230
29622,230
30064,230
31768,230
32420,230
35442,230
39666,230
43920,230
44118,230
45314,230
46061,230
48888,230
49009,230
57069,230
58523,230
60139,230
65020,230
65584,230
66226,230
72858,230
78660,230
79008,230
79083,230
80433,230
85381,230
90003,230
92881,230
94541,230
94805,230
95350,230
98087,230
98368,230
98512,230
68046,229
07419,226
42567,226
01824,225
02562,225
04860,225
06074,225
06838,225
08037,225
11570,225
12547,225
16159,225
17777,225
19025,225
19440,225
19611,225
22601,225
22802,225
26855,225
29201,225
30233,225
31031,225
32233,225
34480,225
34982,225
35570,225
35750,225
37664,225
37849,225
39520,225
40741,225
41056,225
44804,225
46060,225
46818,225
48104,225
48460,225
50003,225
52057,225
54409,225
55442,225
58214,225
58722,225
59404,225
60089,225
60192,225
60607,225
61011,225
61080,225
62223,225
63090,225
67504,225
67735,225
68134,225
68801,225
75007,225
75412,225
75462,225
75642,225
75712,225
77253,225
77640,225
79098,225
83421,225
84047,225
85130,225
87124,225
88001,225
92114,225
92404,225
92701,225
94304,225
96929,225
97844,225
98053,225
98909,225
32317,224.41
75758,222.27
11550,222
28757,221
30012,220.2
01267,220
02152,220
02180,220
02888,220
03246,220
03811,220
03870,220
03909,220
04457,220
04644,220
05054,220
05254,220
05672,220
06013,220
06089,220
06720,220
07719,220
07834,220
07860,220
08034,220
08052,220
08054,220
08244,220
10001,220
10560,220
10940,220
12159,220
12771,220
13152,220
13662,220
14094,220
14170,220
14606,220
15139,220
15142,220
15229,220
15243,220
15622,220
16201,220
16317,220
17046,220
17067,220
17094,220
17225,220
17325,220
17884,220
18436,220
18626,220
18974,220
19015,220
19320,220
19809,220
19945,220
19969,220
20677,220
20850,220
21666,220
21797,220
21921,220
23040,220
23437,220
24064,220
24127,220
24538,220
24740,220
25303,220
27051,220
27242,220
27288,220
27705,220
27801,220
27808,220
27891,220
27944,220
28034,220
28501,220
28602,220
28682,220
28792,220
29438,220
29527,220
29650,220
30650,220
31028,220
31328,220
31525,220
31598,220
31794,220
32128,220
32348,220
32501,220
32714,220
32751,220
32757,220
32837,220
32905,220
32931,220
33067,220
33076,220
33126,220
33319,220
33417,220
33558,220
33679,220
33714,220
33862,220
34287,220
34289,220
34465,220
34482,220
34637,220
34991,220
35054,220
35094,220
35473,220
35757,220
35901,220
35961,220
36854,220
37023,220
37355,220
37404,220
37411,220
37686,220
37745,220
38301,220
38305,220
38343,220
38654,220
38878,220
38947,220
39208,220
39466,220
40505,220
41015,220
41143,220
42064,220
43035,220
43232,220
43512,220
43606,220
43719,220
43725,220
43793,220
44120,220
44142,220
44203,220
44234,220
44312,220
45107,220
45157,220
45169,220
45710,220
46168,220
46227,220
46393,220
46516,220
46835,220
47501,220
48091,220
48167,220
48380,220
48421,220
48858,220
49024,220
49055,220
49220,220
49242,220
49424,220
49444,220
49712,220
49729,220
49770,220
50131,220
50459,220
50597,220
51035,220
51640,220
52001,220
52257,220
52401,220
52742,220
53151,220
53520,220
53546,220
53948,220
54658,220
54748,220
54902,220
55045,220
55119,220
55449,220
56244,220
56378,220
56467,220
57030,220
58203,220
58401,220
58502,220
59721,220
59722,220
60079,220
60173,220
60561,220
60929,220
60957,220
61107,220
61114,220
61546,220
61571,220
61701,220
62226,220
62233,220
62240,220
62465,220
62630,220
62948,220
63622,220
64052,220
65275,220
65552,220
65738,220
66002,220
66212,220
66736,220
66834,220
67002,220
67204,220
67216,220
67481,220
68512,220
68865,220
70053,220
70427,220
70578,220
71744,220
71968,220
72634,220
72927,220
73007,220
73446,220
73460,220
73730,220
74056,220
74441,220
75002,220
75044,220
75048,220
75474,220
75706,220
75707,220
76010,220
76022,220
76085,220
76097,220
76265,220
76622,220
76634,220
76636,220
76693,220
76706,220
76832,220
77087,220
77365,220
77422,220
77484,220
77582,220
77957,220
78255,220
78611,220
78717,220
78959,220
79019,220
79036,220
79711,220
79902,220
80230,220
80302,220
80651,220
81008,220
81416,220
81432,220
82520,220
83221,220
83241,220
83805,220
84301,220
84537,220
85304,220
85747,220
85901,220
86342,220
87104,220
87125,220
90066,220
91377,220
91709,220
91750,220
92674,220
92801,220
93307,220
93428,220
93637,220
93705,220
93907,220
94122,220
94126,220
94404,220
94509,220
94547,220
94565,220
94610,220
94807,220
94956,220
94965,220
95327,220
95340,220
95454,220
95497,220
95621,220
95926,220
95953,220
95975,220
96067,220
96130,220
96913,220
97023,220
97138,220
97146,220
97603,220
98366,220
98569,220
98597,220
98951,220
99212,220
76901,219
91214,217
68624,216
02746,215
04064,215
12010,215
14075,215
16803,215
17004,215
18058,215
18333,215
18954,215
19362,215
25071,215
26234,215
27410,215
29511,215
29671,215
30056,215
37917,215
38650,215
43138,215
43432,215
44047,215
47283,215
48035,215
48059,215
49835,215
60046,215
60155,215
61016,215
61859,215
69361,215
70634,215
75243,215
77035,215
77563,215
78013,215
78223,215
78238,215
82331,215
83118,215
87102,215
90620,215
92262,215
93601,215
94066,215
94536,215
95041,215
95077,215
97520,215
99030,215
68310,213
79015,212
01077,210
01340,210
02740,210
02878,210
03106,210
06851,210
07003,210
07031,210
08062,210
08226,210
10507,210
11694,210
14072,210
15057,210
16001,210
16364,210
16506,210
19057,210
19343,210
19462,210
19522,210
19608,210
20751,210
23518,210
25260,210
26280,210
27023,210
27357,210
27502,210
28092,210
28205,210
29016,210
29486,210
29569,210
30148,210
30559,210
30728,210
30904,210
32060,210
32204,210
32948,210
33036,210
33168,210
33323,210
33871,210
35077,210
35120,210
35565,210
36067,210
36804,210
37224,210
37320,210
37725,210
38019,210
38225,210
40456,210
42104,210
43977,210
44126,210
45005,210
48084,210
48359,210
48838,210
50115,210
52049,210
53959,210
54406,210
56017,210
56320,210
58102,210
58368,210
58542,210
59604,210
60502,210
61614,210
62958,210
63088,210
63109,210
64057,210
64116,210
64118,210
65807,210
69145,210
70070,210
70788,210
71701,210
73010,210
73083,210
74159,210
75159,210
75409,210
75668,210
77449,210
77514,210
77619,210
78111,210
78118,210
79096,210
80003,210
81007,210
81052,210
81526,210
84005,210
85132,210
85354,210
90230,210
91006,210
91739,210
92109,210
92131,210
92227,210
92604,210
93550,210
93552,210
95013,210
95223,210
97060,210
98272,210
99216,210
85139,208.59
85201,208
75119,207.27
28613,206
95683,206
96822,206
03257,205
06614,205
06811,205
11372,205
11427,205
17015,205
25832,205
27560,205
27828,205
28025,205
28269,205
28422,205
30168,205
32762,205
33873,205
33967,205
34235,205
34609,205
34945,205
37082,205
39470,205
44636,205
45068,205
46755,205
46815,205
47909,205
49448,205
49525,205
49601,205
49719,205
49820,205
53119,205
55013,205
55056,205
55963,205
58576,205
60645,205
60654,205
62258,205
64114,205
64138,205
65256,205
66046,205
66067,205
68118,205
68745,205
73135,205
76180,205
76542,205
77328,205
78681,205
79331,205
79930,205
80549,205
81050,205
83201,205
85250,205
85301,205
86426,205
92505,205
92612,205
94515,205
95948,205
97759,205
98023,205
79226,204
38257,203
63072,202
53033,201
94708,201
33767,195
19085,185
88310,180
23111,150
77069,150
92057,150
95658,150
27104,105
32819,100
33114,100
35763,90
26711,55
78731,55
32962,25
95066,21.35
23114,0
30122,0
55126,0
95405,0
58047,-5
29579,-15
28601,-30
79408,-35
87031,-45
19002,-50
29627,-50
43231,-50
88355,-50
60169,-55
47160,-90
76227,-95
00680,-100
00911,-100
02191,-100
02809,-100
15024,-100
20024,-100
22026,-100
22108,-100
30474,-100
48154,-100
48381,-100
54173,-100
60018,-100
97124,-100
77098,-105
89128,-145
76630,-150
29388,-175
21409,-185
32340,-190
29532,-200
20866,-245
07436,-250
62869,-250
98604,-250
53533,-300
76082,-300
77535,-305
29054,-350
17601,-370
63084,-400
21042,-420
10460,-500
44143,-670
48164,-750
97411,-750
62864,-1000
72333,-1000
59714,-2250
77057,-3149.5
NA,-6695
